,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NLRP7,13.45887083,-0.204852013,1.936768609,1.237361672,0.215952842,0.478478884
PLXNA4,81.1196494,0.10138722,1.286610048,-0.036843692,0.970609636,1
MEG8,129.7346371,-1.598699352,12.52548903,-0.264018836,0.791765405,0.957522986
AC067930.8,16.89080864,-0.032122057,1.23363214,0.375101954,0.707584644,0.903038637
PLAAT2,104.9162254,0.589039071,6.486557284,0.443988413,0.657050961,0.869011602
DKK2,27.67865931,-0.115815361,1.734583017,0.44615211,0.655487373,0.867956142
AC011476.3,138.3810517,0.044203221,1.788464892,1.191164734,0.233588921,0.503222939
PTCHD1-AS,141.1485274,0.290938827,1.407784697,-1.20625608,0.227718767,0.495007043
SLC25A21-AS1,28.28623529,0.688870095,1.35219031,6.870755443,6.38628E-12,1.02001E-10
BAMBI,169.9102806,3.110841263,1.388103699,7.897802745,2.83863E-15,5.63462E-14
HLA-DRB1,3793.554106,5.667044569,1.329463266,12.51932977,5.85273E-36,2.89545E-34
LMNA,1907.072006,2.319410597,0.816512007,9.696208338,3.12912E-22,8.6743E-21
EFCAB8,13.20260406,-0.017471888,1.811338487,0.895448084,0.370547606,0.652312547
CPA3,18.04866949,0.153763626,16.91609999,0.193407469,0.846639866,0.989702716
APELA,19.77232506,0.09288836,2.337833258,0.481297617,0.63030499,0.85028906
KRT17,280.8340157,0.984285767,6.246936024,1.151818166,0.249395801,0.521213452
TTR,48.79839786,0.280452358,1.150333635,1.286803388,0.198162826,0.455786458
ZNF784,31.65504433,0.102574568,1.550919665,1.53474478,0.124846532,0.342254757
MARCH3,229.4337517,-0.766451903,2.011544284,1.613576479,0.106619322,0.307529686
MAST3,109.9443975,-0.331565939,1.608107054,-0.275464323,0.782959532,0.951885395
FGD2,70.39078583,-0.423725517,1.243173132,2.534952672,0.011246252,0.051272492
GPX4,6513.935508,5.45053086,2.115608748,12.09641233,1.10328E-33,4.97354E-32
GDNF-AS1,16.36675189,-0.535255911,3.025368201,1.568209615,0.116832221,0.327259129
OCIAD2,2735.72082,3.741602654,1.747001187,10.19420129,2.10467E-24,6.50762E-23
ODF3B,99.65487503,0.498805596,1.698253371,-0.680726384,0.496044639,0.753241402
GLB1L2,50.42048833,0.044405276,1.337768461,1.915029345,0.055488761,0.190092358
BX255925.3,46.3762686,0.289094916,1.556753003,0.801529484,0.422825182,0.696116231
BEX1,120.1476826,2.541251046,2.807873056,3.091097233,0.001994183,0.011356485
GPRC5A,245.2942574,0.92978746,3.084668303,1.387668143,0.165238121,0.409098262
ASB14,29.33274789,-0.203273396,1.148563672,1.825957553,0.067856656,0.220631331
PRDM1,165.5953755,0.206022725,16.00307219,0.173258832,0.862447981,0.996769579
AC008467.1,24.71877741,-0.291367662,1.461745936,0.190525459,0.848897395,0.989702716
GJC3,19.82538235,0.283457451,3.208280486,0.621312691,0.534393905,0.785150473
COL6A2,193.6489363,0.328179057,2.349603131,1.778356597,0.075345306,0.238800106
AC010173.1,19.91054494,0.012975604,1.882207869,0.295891178,0.767313188,0.942364141
LINC01515,387.5740607,-2.065468389,3.174321287,-3.808506877,0.000139808,0.001000543
PLEKHO2,78.24667166,0.349824201,1.88456146,-0.022735572,0.981861201,1
AL121999.1,25.91065866,-0.518350046,5.942592539,0.74799587,0.454462649,0.719966184
APLP2,2630.113736,3.081996131,0.969820402,6.734872837,1.64073E-11,2.55293E-10
AF111167.1,25.0416104,-0.194613333,2.412330037,1.107588789,0.268039447,0.543915976
SNAI2,41.3174837,0.283551103,1.977907903,1.203637321,0.228729788,0.496474068
TNFRSF19,187.7944271,-0.573552148,1.450816398,-1.454259253,0.145874443,0.377956955
C15orf65,87.10624597,2.390027229,1.688255075,4.481128601,7.42494E-06,6.71306E-05
RBPMS,3206.654137,-1.466470546,0.929572353,-4.270821674,1.94754E-05,0.000163658
DCXR-DT,27.19853582,0.4746186,2.730536223,1.31406932,0.188822878,0.443961565
HS6ST3,287.2797336,-0.054440534,64.99412222,-0.042921997,0.965763714,1
LINC02381,231.7113723,0.565622749,1.476382618,1.220270747,0.222362256,0.487688283
LDHD,324.8708385,3.000466719,2.888138852,4.445041574,8.78749E-06,7.85662E-05
DNAJC6,152.6554466,0.028333192,1.866795985,-0.773753294,0.439076698,0.709628565
NAT8,4017.650401,5.182056464,34.59517689,3.576624334,0.00034806,0.002325202
AC009309.1,20.7763293,0.711990459,1.848815135,1.296238288,0.194893402,0.451847308
VDR,240.3070045,-0.024385854,42.69343267,0.000107375,0.999914327,1
PNMA1,166.8997032,4.386351621,2.489834236,-0.300096139,0.764103824,0.93997827
EEF2,4468.214343,5.869106066,2.527951124,10.11889447,4.55532E-24,1.39067E-22
SEC14L5,13.26001778,-0.028696075,1.471825599,1.098742057,0.271880592,0.548532495
SPC25,78.65394196,0.254112114,2.072838004,1.467698907,0.142186028,0.372129303
BBS9,905.145282,-1.779637237,1.35538181,-2.209970589,0.027107204,0.107041831
PGRMC1,1468.446694,6.252728955,2.64202255,8.387558905,4.9634E-17,1.10073E-15
ALDH7A1,912.4171796,0.678678474,1.073516363,4.109912698,3.95809E-05,0.00031714
AL445250.1,51.55632618,-0.073027338,1.639318912,-0.301691986,0.762886878,0.93997827
CREM,1423.999655,1.300996996,4.285077133,1.487340554,0.136924889,0.362888572
PDE7B,1085.386791,0.227035825,1.088082961,-2.140311645,0.03232959,0.123274131
ANKS1B,368.884744,-0.103862318,1.268333035,-6.568488805,5.08285E-11,7.74632E-10
FKBP5,2716.238658,0.15249042,2.020683938,1.744052133,0.08115,0.252452127
LRRTM4,42.1159743,-0.159150028,2.658483801,0.269552691,0.787504401,0.954643749
C1QTNF12,84.46038162,0.051332412,2.534853538,1.150458777,0.249954964,0.522155811
ZNF541,42.8609948,0.053241854,1.933746556,1.797282987,0.072290706,0.231690511
TMC7,48.4419237,0.18366058,1.580700892,0.01124335,0.991029294,1
ADCK2,14.76945903,0.005122868,1.456863152,1.077643965,0.281192674,0.559801607
ARRDC3-AS1,118.5412785,0.068800271,0.976112363,-1.040932059,0.297907082,0.578741108
AC011751.1,31.82521382,-1.025462239,5.500305445,0.230749744,0.817509226,0.973393466
PLCXD2,25.59422169,-0.029448414,1.801566951,11.81177483,3.39322E-32,1.44204E-30
AL024508.2,19.35086493,0.435533305,1.929534741,1.651616453,0.098612764,0.290212731
MIB2,184.1771363,0.352425261,1.799455589,0.567356109,0.570472263,0.809791925
EXOC3L4,50.35823724,-0.118655551,1.759168108,-0.057246437,0.954348887,1
RGS2,737.7499074,5.037693844,1.970538071,5.831400019,5.49642E-09,7.28352E-08
AC012184.4,24.57495583,-0.008932757,1.232705592,0.921168677,0.356962369,0.640911218
SHANK3,195.438237,-0.109521353,1.012733811,0.395989807,0.692112548,0.892707438
ZPBP,29.41276576,0.210634727,1.563910996,0.414992551,0.678147356,0.883764727
LINC01936,24.94785336,0.108621086,1.565764578,1.3649622,0.172264931,0.419021631
PRKN,1726.282441,-1.680107738,1.086220755,-4.550341461,5.35589E-06,5.00662E-05
NOS1AP,628.1918772,-0.26932786,3.964226878,-1.692292261,0.090590263,0.273458672
NMUR1,19.08039889,0.310577955,2.418504745,1.183679003,0.236540154,0.506345044
PHETA1,35.2050142,0.003829922,1.42992787,1.582619967,0.11350811,0.321118104
FAM43A,112.3954665,3.288772771,2.445499756,0.968602288,0.332743662,0.61387992
ZFHX3,928.6711786,-0.802384989,1.070542425,-0.3946645,0.693090505,0.893405145
AC087564.1,287.2426232,-0.671695828,2.396110146,-1.989981791,0.046592941,0.165250774
SNTG2,76.61111354,0.047484313,1.389164432,15.14189673,8.57057E-52,6.36003E-50
AL356737.2,46.80909296,-0.173247215,1.838018456,0.288186409,0.773204051,0.945506336
GCNT4,120.4055682,0.506907922,1.046757718,0.285455078,0.775295516,0.947081983
UNC13D,78.02533879,-0.294533536,1.541981336,1.506521972,0.131933231,0.353642645
PGAM5,67.50531914,0.081075686,31.08178908,0.038169123,0.969552839,1
AP000919.3,16.05319005,0.011653333,2.211220413,0.880379516,0.37865375,0.659482348
ITLN1,51.47628732,1.178071926,18.05915499,1.867000756,0.061901482,0.206274128
AL590705.1,38.81980225,-0.029499858,1.303995744,0.230258421,0.817890968,0.973513543
APBB2,1392.211969,-1.853329631,2.500245956,-1.697778223,0.089549628,0.271576629
FLI1,320.0737514,-0.104337387,1.449781674,0.475965704,0.634098811,0.851998046
TMEM178A,248.2784118,0.574219007,1.840143374,0.376441685,0.706588561,0.902483761
ABLIM3,127.3423263,-0.249362433,9.840469122,0.210650345,0.833160124,0.982218712
TDRKH,27.14284872,1.221401079,2.11746088,0,1,1
CD48,315.0335057,5.512079772,5.105375668,-0.166476052,0.867782328,0.999006975
BOK,148.6853194,0.115901541,2.540502516,-1.038234439,0.299160923,0.579539545
AC009812.1,15.80154534,0.289178144,0.75564839,1.962180442,0.04974148,0.173421055
AC019197.1,3868.414061,-0.198697655,0.220197189,-18.3442227,3.6714E-75,4.54077E-73
FHOD1,62.47795387,0.403133731,1.566599855,0.801546829,0.422815145,0.696116231
DFFB,42.60431952,-0.700454563,2.164487127,-0.054933865,0.956191152,1
CHIT1,14.81683835,0.189818726,2.77467467,-0.197558667,0.843390376,0.988240855
TAL1,39.03338868,1.213043496,5.34691598,0.603811445,0.54596901,0.793150137
AC073174.1,47.6019798,-0.128760721,11.35578734,0.59325829,0.553008308,0.798557888
KLF16,59.25477202,0.735076407,2.365793244,2.294864149,0.021740911,0.089745215
AL137009.1,122.3781687,-1.211983214,7.139462277,0.025464105,0.97968478,1
NDNF,69.70665207,0.064521602,1.575806232,0.658604901,0.510149515,0.765144958
SULT2B1,47.87492085,0.574278272,1.485990838,1.526444577,0.126899183,0.34552538
LINC01924,140.3127129,0.367850221,1.547853799,0.699725415,0.484098802,0.744357848
ROR2,118.0901946,-0.041695902,1.241198668,-0.779107027,0.435916671,0.707106451
DCHS1,33.47624601,0.190137171,1.421053733,1.940244662,0.052349963,0.181205631
LPIN1,309.0301051,-0.121633741,1.105616012,0.117379726,0.906559149,1
COL28A1,139.5476393,-0.005119771,1.310820875,-0.97233704,0.330882902,0.612673198
SLC37A4,625.0448056,2.430545764,2.982397064,3.585717282,0.000336153,0.002258264
PRSS12,13.68073612,0.101413665,1.538868962,1.086879448,0.27709009,0.55504321
PRRX2,16.39235996,-0.027959899,1.832587427,0.133275172,0.893975763,1
CNN3,1821.78114,1.52086034,1.848408979,1.499649944,0.133705103,0.35710969
GRAP2,96.65672886,0.200862485,1.808650415,2.060935891,0.039309157,0.14406047
AL158058.2,14.25313045,-0.348155608,5.942273205,-0.954006032,0.340080589,0.621944538
FAM117B,333.1727798,-0.684616991,0.585663353,-1.961699757,0.04979745,0.173490791
DOK7,18.40684551,0.56353868,1.405155874,2.290489605,0.02199295,0.090669228
DENND6A-AS1,59.94278741,-0.006259762,30.70847945,0.05999453,0.952159991,1
ENKD1,81.76400684,0.026458919,25.18043017,-0.024968396,0.980080172,1
TMEM86A,58.92634857,0.487813526,1.788747011,-0.017208482,0.986270296,1
AL136115.2,27.50612221,-0.03948827,1.735788455,1.306313689,0.191445904,0.447294413
ENO3,48.56767523,0.348893484,1.666560347,1.707129496,0.087797986,0.267779693
DENND4A,1115.515539,-0.048087824,1.007825252,-0.758514933,0.448142777,0.716122804
SLC13A3,1281.954738,-0.819375333,10.20434602,-0.109541937,0.912772661,1
AC012085.2,47.49633825,-0.406500415,1.887230779,0.082560367,0.934201116,1
LINC01841,28.81603658,-0.201830728,2.574892954,1.043121055,0.29689223,0.577557907
DCDC2B,16.02682619,-0.210744754,2.38218005,0.087246871,0.930475284,1
CNNM2,709.6008966,-1.626216826,1.339434884,-3.790977862,0.000150055,0.001068328
AC084357.2,13.49910363,0.135023607,1.514654201,1.092724787,0.274514653,0.551730065
SMC1B,20.26503465,-0.154644476,1.321356897,1.270638592,0.203857251,0.463882013
ZNHIT2,109.4971262,5.507305776,1.925576255,5.274026603,1.33463E-07,1.51829E-06
C19orf73,21.25551361,0.559824233,2.031950427,1.89317105,0.058335126,0.197459284
TMC8,129.6031733,0.519441098,1.49620285,3.029811223,0.002447066,0.013505102
AP003110.1,40.28329063,-0.289103715,2.159271452,1.352781722,0.176125374,0.425301997
PHETA2,16.88749266,0.28442768,1.809613156,1.317172404,0.187780842,0.443152547
GNG7,506.6313597,-0.251703078,1.029129779,0.318622521,0.750012774,0.932393457
AC011092.2,76.43552824,-0.387285236,1.698348849,0.234267385,0.814777404,0.971681245
ARAP2,450.9748664,-0.548457928,0.985329788,-0.063486534,0.949379082,1
STOM,777.7783426,2.61451942,0.56452044,15.99899162,1.29861E-57,1.12862E-55
WNT2B,136.8730214,-1.078178588,4.195941874,-0.08303183,0.93382623,1
KCNH5,13.94283513,-0.25810027,2.811541386,1.125283991,0.260468712,0.534265728
CD163L1,36.72554372,0.235335324,1.657921499,1.470631213,0.141390878,0.37089957
RBM47,2423.319243,-0.659149682,0.489763088,-1.157307257,0.24714685,0.518134721
AC022182.1,14.39453843,-0.365067308,0.525554607,0,1,1
APOL3,156.1131468,0.374108935,1.041630644,3.396891537,0.00068156,0.00432851
APOL1,132.6963384,2.045132227,2.162533783,2.976248423,0.002917984,0.015775127
LINC01235,21.47442089,-0.010779783,1.686967428,0.812918968,0.416264519,0.691427827
LINC01965,38.69358775,0.132860818,1.638256097,0.224691438,0.822219326,0.976077566
PRDX5,4141.33593,7.879579343,2.02776896,13.88738197,7.55465E-44,4.70192E-42
C9orf135,28.31825745,-0.032919255,1.002359008,1.989490562,0.046647083,0.165321236
LINC00845,22.89083513,0.047643372,7.846389368,0.341980065,0.732365894,0.918982022
LY75,110.7599937,2.788571972,64.4567084,0.53483161,0.592766303,0.82459939
KLRK1,166.7947977,0.383131129,11.30155357,0.459872783,0.645607537,0.860720828
PFN1,5228.102864,8.536780821,5.842884611,4.494701581,6.96676E-06,6.36442E-05
AC245187.2,18.40801483,-0.200752991,2.063636102,0.63800568,0.523469983,0.774968155
TFAP2C,18.83290809,0.493692231,1.682337632,0.820166334,0.412121291,0.687843269
CA9,25.59951361,0.262967305,3.423290217,0.005799524,0.995372676,1
OPTN,815.421698,1.441945479,2.522807231,2.358440963,0.018351879,0.077717547
NRAV,60.99838912,0.063970497,20.39162972,0.000187328,0.999850534,1
AC027237.3,19.11798023,0.078702219,1.687127667,0.429456587,0.667590981,0.876701632
NKAIN2,112.1170808,-0.889890461,1.717820856,-1.206753878,0.227526943,0.494915991
COL4A4,671.8120934,0.292097462,1.015846524,-3.003422235,0.002669618,0.014591389
NXN,286.5675348,-1.159231527,17.59776985,-1.511591875,0.13063772,0.351341535
IL2RB,59.2591094,0.560887728,2.023402562,2.165620469,0.030340201,0.117217428
MIR155HG,95.15941675,0.441818351,1.824357274,2.49477142,0.012603829,0.056684914
ASIC2,89.1370146,0.03974872,1.538328381,-0.202002478,0.839914787,0.986204716
AC023590.1,92.77531851,-0.40438881,1.500089705,0.046295101,0.963075044,1
AC018752.1,18.43791164,0.238245067,4.32604047,0.955930375,0.339107412,0.62103261
C1orf74,20.16107149,0.291864975,1.963948461,1.196850286,0.231364914,0.500219033
TCF4-AS1,19.85653321,0.174616486,1.620985817,1.200503015,0.229944042,0.498375686
IDI2-AS1,19.9938038,0.220793529,1.255315593,1.028352395,0.303784093,0.584018563
MTRNR2L10,182.044277,0.579412895,9.16545323,1.175553805,0.239773225,0.509379497
LINC02398,53.90628832,-0.505831017,2.832096056,0.0828933,0.933936382,1
NUMBL,30.11179816,-0.071903946,1.911171188,0.450290238,0.652501177,0.865848262
HSD17B13,12.98801929,-0.061957546,2.376602532,0.394798528,0.692991581,0.893397004
ASF1B,22.30174778,0.014340199,1.820543632,1.355982305,0.175104798,0.423685976
PJVK,57.94728671,-0.017922407,0.988928847,1.049084211,0.294139362,0.574092745
CR1,70.82278061,-0.180481147,2.496776799,-0.003196942,0.997449213,1
AL049629.1,51.90133316,0.304712592,1.178405591,-0.021325891,0.98298569,1
CD63,5227.938121,6.308851792,1.089606182,15.96761702,2.14838E-57,1.83411E-55
GRIA1,13.17281613,-0.342161137,4.08562557,0.990554194,0.321903314,0.602873475
TNRC6C-AS1,21.83623255,1.3647191,2.248337767,4.520941907,6.15651E-06,5.67257E-05
IGKV3-20,55.44732379,0.335973824,6.466295049,0.05567362,0.955601815,1
C11orf95,62.998264,0.896889462,1.580513237,0.804466131,0.421127822,0.694702479
LINC01886,20.2879775,-0.11726004,3.137264799,0.608088873,0.543128532,0.79130379
APOBR,22.71151178,0.388379587,1.591261041,1.658488489,0.097218909,0.287514045
ZC4H2,182.2147515,-0.25735283,1.312533075,-1.829496202,0.067325308,0.219230749
RAB23,53.00226245,0.003976454,42.79171824,-0.045108825,0.964020568,1
LY6G5C,24.6422285,0.526218689,2.22035592,1.716226593,0.086120578,0.263915252
CNTNAP3B,486.5439797,-1.59417419,2.480662512,-1.441827732,0.149350977,0.383596613
SLAMF8,16.87799338,0.252066274,2.638513673,0.160614856,0.872396753,1
ERBB3,307.9270202,0.003539748,37.41833134,-0.021861937,0.982558087,1
CLVS1,21.13648398,-0.238850137,2.193713777,0.786427985,0.431616794,0.703108276
AL136295.2,13.104992,0.288157657,1.655111476,1.394520448,0.163160499,0.406300809
PCAT19,238.8221801,1.779657512,5.010050407,0.234148198,0.814869929,0.971681245
HYI,424.8410475,2.658975563,1.714055185,4.638590422,3.50793E-06,3.3506E-05
TLE1,412.7236347,-0.273118122,0.502828494,-0.10230409,0.918515309,1
IKBKE,42.63187191,0.384859719,1.01991808,2.640988741,0.008266447,0.039342087
TRIM71,35.20039403,-2.067546537,3.966903506,0.477437053,0.633050934,0.851280906
SGTB,65.12266585,0.866591588,0.713251251,11.73999004,7.94958E-32,3.3199E-30
HNF1A,74.4343945,-0.933994209,3.796373935,-1.313490695,0.189017654,0.444094815
RNF152,1532.262947,-0.984807476,3.684880503,-0.366097149,0.714292585,0.90811552
TMC6,143.040204,0.057244223,28.17891658,0.00653006,0.994789803,1
TMEM120A,381.567083,2.502582902,1.539737225,4.574414558,4.77553E-06,4.49898E-05
METTL24,44.25710278,-0.368594118,5.886306405,-0.258457854,0.796053571,0.959341512
NFIX,165.1801467,-0.101404468,1.139533159,0.343996696,0.730848771,0.918033605
TMEM204,285.8886755,1.81693821,2.823569216,3.557679052,0.000374146,0.002469696
AC009480.1,23.57580399,0.357443323,2.76958796,1.41273107,0.157734812,0.397198573
TSC22D2,908.702631,-0.564946512,0.50991056,-7.624725325,2.44555E-14,4.62592E-13
AC008514.1,16.70201888,-0.090781824,1.973572656,0.738143221,0.460427422,0.724673579
LINC02343,419.4863637,-1.396850379,3.087634668,-0.954550973,0.33980482,0.621558039
C5orf67,40.00708853,-2.386068486,3.112545869,0.31759438,0.750792638,0.932521768
CLDN10,1573.514386,1.129120789,10.93559617,0.508172084,0.611332666,0.837333458
C1orf162,289.9039148,3.691080412,3.653449385,4.42909247,9.46304E-06,8.43715E-05
AC110023.1,14.9100913,-0.015784556,1.803031863,0.774188999,0.438819033,0.709628565
Z82215.1,32.51303207,-0.417612329,0.811498498,1.868850164,0.061643663,0.205699212
HNRNPLL,316.4794316,-0.007430759,0.819091609,0.466517139,0.640845383,0.856621229
MYBL1,95.02351444,0.134925197,1.506184729,2.367822881,0.0178931,0.076045204
PPP1R14A,248.5063477,3.671674904,2.962561916,2.846917839,0.004414475,0.022676488
PARP15,45.97610254,0.14999612,1.3442188,2.348708622,0.018838642,0.079604198
DNAJB5,24.54621997,0.187407972,1.994121967,1.339050121,0.180554357,0.431567859
GGT6,273.9708697,3.619749016,0.746726061,16.1067553,2.28714E-58,2.06206E-56
AL031602.2,64.03180386,0.309278018,1.06460573,4.052263846,5.07244E-05,0.000397513
AC010913.1,135.2936675,0.795683167,2.998333393,-0.524749074,0.599757637,0.829871189
MZB1,69.57873881,0.509292297,3.102311664,0.11346365,0.90966298,1
RGS22,18.51264702,-0.092514603,2.274885219,0.519979943,0.603077554,0.831968794
FCGRT,1576.082461,3.552568428,1.72133406,7.047405503,1.82285E-12,3.05826E-11
LPCAT1,139.7110115,0.917442185,2.40345246,1.263654334,0.206354122,0.467558722
HMGCS2,687.9416478,1.55759717,3.11264904,1.082509079,0.279026383,0.556829116
FKBP1B,60.04948681,4.764702145,3.018019158,-0.865993705,0.386493614,0.664971213
AC008592.4,23.01222391,-0.030447059,2.81645008,0.790124538,0.429455041,0.701125873
SLC2A10,33.66097871,0.263047418,1.581895808,1.103283302,0.269904156,0.545748352
HSPB7,33.66082298,0.600860234,1.892469467,1.419710057,0.155692109,0.393286665
CARHSP1,837.1369141,2.59501392,0.617588326,12.01576794,2.93629E-33,1.28756E-31
AL158071.3,98.16327904,-1.475836114,2.590479998,-1.95742019,0.050298087,0.174856087
